market,opening_price,trade_price,high_price,low_price,candle_acc_trade_volume,candle_date_time_kst
USDT-RVN,0.01788,0.01788,0.01788,0.01788,3226.81501674,2024-09-14T16:45:00
USDT-BAT,0.1684,0.1684,0.1684,0.1684,22.99943859,2024-09-10T13:20:00
USDT-BAT,0.1684,0.1684,0.1684,0.1684,15.00165986,2024-08-30T03:05:00
USDT-BAT,0.1684,0.1684,0.1684,0.1684,22.04054649,2024-08-30T01:50:00
KRW-KNC,588.9,589.2,589.2,588.9,120.06,2024-09-14T22:50:00
KRW-KNC,588.1,588.8,588.8,588.1,140.7123262,2024-09-14T22:40:00
KRW-KNC,588.1,588.1,588.1,588.1,17.72827749,2024-09-14T22:35:00
BTC-MOC,1.02e-06,1.03e-06,1.03e-06,1.02e-06,2688.18147297,2024-09-13T18:00:00
BTC-MOC,1.12e-06,1.12e-06,1.12e-06,1.12e-06,2376.22757266,2024-09-13T16:35:00
BTC-MOC,1.13e-06,1.13e-06,1.13e-06,1.13e-06,111.17784451,2024-09-13T12:30:00
BTC-ZIL,2.2e-07,2.2e-07,2.2e-07,2.2e-07,434467.0,2024-09-14T14:10:00
BTC-ZIL,2.2e-07,2.2e-07,2.3e-07,2.2e-07,94642.56760806,2024-09-12T01:10:00
BTC-ZIL,2.3e-07,2.3e-07,2.3e-07,2.3e-07,400.0,2024-09-07T12:00:00
KRW-BSV,64870.0,64860.0,64870.0,64800.0,181.64596714,2024-09-14T22:50:00
KRW-BSV,64940.0,64890.0,64940.0,64840.0,44.71223204,2024-09-14T22:45:00
KRW-BSV,65010.0,64940.0,65010.0,64940.0,5.92068217,2024-09-14T22:40:00
BTC-BSV,0.00077463,0.00077463,0.00077463,0.00077463,1.0,2024-09-13T15:20:00
BTC-BSV,0.00084469,0.00081533,0.00084469,0.00081533,34.01360544,2024-09-12T01:15:00
BTC-BSV,0.0008839,0.000885,0.000885,0.00088386,14.10878853,2024-09-11T17:20:00
BTC-IOST,9e-08,9e-08,9e-08,9e-08,3000.0,2024-09-14T18:35:00
BTC-IOST,9e-08,9e-08,9e-08,9e-08,711061.66666666,2024-09-13T01:30:00
BTC-IOST,9e-08,9e-08,9e-08,9e-08,13175.12222222,2024-09-13T00:05:00
KRW-THETA,1759.0,1758.0,1759.0,1753.0,525.55856968,2024-09-14T22:50:00
KRW-THETA,1752.0,1751.0,1754.0,1751.0,664.83420764,2024-09-14T22:45:00
KRW-THETA,1751.0,1754.0,1754.0,1751.0,1748.93021942,2024-09-14T22:40:00
BTC-DENT,2e-08,2e-08,2e-08,2e-08,721257.85536159,2024-09-14T20:30:00
BTC-DENT,2e-08,2e-08,2e-08,2e-08,10000.0,2024-09-14T16:35:00
BTC-DENT,1e-08,1e-08,1e-08,1e-08,45031.17206982,2024-09-14T16:10:00
KRW-QKC,11.84,11.84,11.84,11.84,2601.31758445,2024-09-14T22:45:00
KRW-QKC,11.84,11.84,11.84,11.84,6718.75032947,2024-09-14T22:40:00
KRW-QKC,11.85,11.85,11.85,11.85,153891.98150291,2024-09-14T22:35:00
BTC-ELF,6.18e-06,6.18e-06,6.18e-06,6.18e-06,9.0,2024-09-14T20:10:00
BTC-ELF,6.14e-06,6.14e-06,6.14e-06,6.14e-06,9.0,2024-09-14T19:30:00
BTC-ELF,6.2e-06,6.2e-06,6.2e-06,6.2e-06,9.0,2024-09-14T14:00:00
KRW-BTT,0.001165,0.001165,0.001165,0.001165,10000000.0,2024-09-14T22:55:00
KRW-BTT,0.001164,0.001165,0.001165,0.001164,1368720432.9453287,2024-09-14T22:50:00
KRW-BTT,0.001165,0.001164,0.001165,0.001163,18362832713.59391,2024-09-14T22:45:00
BTC-IOTX,6e-07,5.9e-07,6e-07,5.9e-07,1723.32333332,2024-09-14T22:15:00
BTC-IOTX,6e-07,6e-07,6e-07,6e-07,12400.28262676,2024-09-14T21:30:00
BTC-IOTX,6e-07,6e-07,6e-07,6e-07,1188.72833333,2024-09-14T20:55:00
BTC-SOLVE,1.7e-07,1.7e-07,1.7e-07,1.7e-07,25238.25667998,2024-09-14T22:50:00
BTC-SOLVE,1.8e-07,1.8e-07,1.8e-07,1.8e-07,354.02727272,2024-09-14T22:25:00
BTC-SOLVE,1.7e-07,1.7e-07,1.7e-07,1.7e-07,18598.2579252,2024-09-14T22:05:00
BTC-NKN,1.16e-06,1.16e-06,1.16e-06,1.16e-06,320.0,2024-09-14T21:05:00
BTC-NKN,1.18e-06,1.18e-06,1.18e-06,1.18e-06,476.92372881,2024-09-14T14:45:00
BTC-NKN,1.17e-06,1.17e-06,1.17e-06,1.17e-06,10602.80128204,2024-09-14T11:50:00
BTC-META,4.1e-07,4.1e-07,4.1e-07,4.1e-07,5976.75530325,2024-09-14T02:20:00
BTC-META,4.4e-07,4.4e-07,4.4e-07,4.4e-07,300.0,2024-09-13T15:25:00
BTC-META,4.3e-07,4.3e-07,4.3e-07,4.3e-07,132.91226727,2024-09-11T21:20:00
KRW-MOC,75.22,75.24,75.25,75.22,127850.42459398,2024-09-14T22:50:00
KRW-MOC,75.22,75.23,75.23,75.22,14914.97785417,2024-09-14T22:45:00
KRW-MOC,75.21,75.21,75.21,75.11,52432.87817666,2024-09-14T22:40:00
BTC-ANKR,4.3e-07,4.3e-07,4.3e-07,4.3e-07,23643.86519617,2024-09-14T03:30:00
BTC-ANKR,4.4e-07,4.4e-07,4.4e-07,4.4e-07,12814.653842,2024-09-14T00:55:00
BTC-ANKR,4.3e-07,4.3e-07,4.3e-07,4.3e-07,41424.90204277,2024-09-14T00:45:00
BTC-CRO,1.44e-06,1.44e-06,1.44e-06,1.44e-06,476.74719948,2024-09-13T21:10:00
BTC-CRO,1.38e-06,1.38e-06,1.38e-06,1.38e-06,53.46334115,2024-09-13T14:00:00
BTC-CRO,1.39e-06,1.39e-06,1.39e-06,1.39e-06,3815.5183,2024-09-13T12:05:00
KRW-TFUEL,85.07,84.96,85.18,84.92,211158.30104086,2024-09-14T22:50:00
KRW-TFUEL,85.29,85.18,85.31,84.98,89621.70651616,2024-09-14T22:45:00
KRW-TFUEL,85.03,85.29,85.4,84.92,356312.88546157,2024-09-14T22:40:00
KRW-MANA,367.1,368.2,368.2,367.1,451.00217759,2024-09-14T22:45:00
KRW-MANA,367.3,368.3,368.3,366.9,6304.15177844,2024-09-14T22:30:00
KRW-MANA,368.6,367.7,368.6,367.7,852.03994673,2024-09-14T22:25:00
KRW-ANKR,34.25,34.27,34.27,34.25,16595.25317863,2024-09-14T22:35:00
KRW-ANKR,34.25,34.25,34.25,34.25,69408.30519658,2024-09-14T22:30:00
KRW-ANKR,34.25,34.25,34.25,34.25,145.98540145,2024-09-14T22:25:00
BTC-ORBS,4e-07,4e-07,4e-07,4e-07,659.6125,2024-09-13T00:35:00
BTC-ORBS,4e-07,4e-07,4e-07,4e-07,266.9424117,2024-09-12T05:55:00
BTC-ORBS,4e-07,4e-07,4e-07,4e-07,10304.12628737,2024-09-11T21:15:00
BTC-AERGO,1.57e-06,1.57e-06,1.57e-06,1.57e-06,5111.43021472,2024-09-14T17:50:00
BTC-AERGO,1.58e-06,1.58e-06,1.58e-06,1.58e-06,232.55813952,2024-09-14T15:00:00
BTC-AERGO,1.65e-06,1.65e-06,1.65e-06,1.65e-06,40.0,2024-09-13T18:30:00
KRW-AERGO,127.7,127.7,127.7,127.7,15076.48691377,2024-09-14T22:50:00
KRW-AERGO,127.7,128.0,128.0,127.7,19043.51191455,2024-09-14T22:40:00
KRW-AERGO,127.6,128.1,128.1,127.6,33024.00449683,2024-09-14T22:35:00
KRW-ATOM,5616.0,5625.0,5625.0,5616.0,1819.99439145,2024-09-14T22:50:00
KRW-ATOM,5618.0,5618.0,5620.0,5618.0,9.34666919,2024-09-14T22:45:00
KRW-ATOM,5618.0,5618.0,5618.0,5618.0,7.45998574,2024-09-14T22:40:00
KRW-TT,4.229,4.229,4.229,4.229,484748.16741548,2024-09-14T22:40:00
KRW-TT,4.222,4.229,4.229,4.222,119664.91437943,2024-09-14T22:35:00
KRW-TT,4.222,4.221,4.222,4.221,116592.55761113,2024-09-14T22:25:00
KRW-GAME2,4.662,4.643,4.662,4.643,117622.76415232,2024-09-14T22:45:00
KRW-GAME2,4.65,4.663,4.664,4.65,358960.3974401,2024-09-14T22:40:00
KRW-GAME2,4.649,4.664,4.668,4.646,872455.33867182,2024-09-14T22:35:00
BTC-ATOM,7.121e-05,7.121e-05,7.121e-05,7.121e-05,7.1,2024-09-14T19:25:00
BTC-ATOM,7.121e-05,7.121e-05,7.121e-05,7.121e-05,7.1,2024-09-14T17:15:00
BTC-ATOM,7.121e-05,7.121e-05,7.121e-05,7.121e-05,7.1,2024-09-14T14:00:00
BTC-STPT,7.2e-07,7.2e-07,7.2e-07,7.2e-07,22572.50868694,2024-09-14T10:15:00
BTC-STPT,8.8e-07,8.9e-07,8.9e-07,8.8e-07,22440.95713614,2024-09-13T16:45:00
BTC-STPT,8.2e-07,8.2e-07,8.2e-07,8.2e-07,30735.35090113,2024-09-13T15:55:00
KRW-MBL,3.436,3.436,3.436,3.436,148926.43342464,2024-09-14T22:50:00
KRW-MBL,3.44,3.44,3.44,3.44,145518.04423748,2024-09-14T22:45:00
KRW-MBL,3.436,3.436,3.436,3.436,600000.0,2024-09-14T22:40:00
BTC-EOS,8.59e-06,8.59e-06,8.59e-06,8.59e-06,385.45634458,2024-09-14T10:15:00
BTC-EOS,8.47e-06,8.47e-06,8.47e-06,8.47e-06,6.67367067,2024-09-13T18:10:00
BTC-EOS,8.47e-06,8.47e-06,8.47e-06,8.47e-06,24.75074716,2024-09-13T16:45:00
BTC-DAI,1.658e-05,1.658e-05,1.658e-05,1.658e-05,44.647675,2024-09-14T16:10:00
BTC-DAI,1.651e-05,1.651e-05,1.658e-05,1.651e-05,395.88166554,2024-09-14T14:35:00
BTC-DAI,1.651e-05,1.651e-05,1.651e-05,1.651e-05,240.89002583,2024-09-14T12:10:00
BTC-MKR,0.026927,0.026927,0.026927,0.026927,0.759,2024-09-14T22:00:00
BTC-MKR,0.026927,0.026927,0.026927,0.026927,0.763,2024-09-14T21:50:00
BTC-MKR,0.026927,0.026927,0.026927,0.026927,0.508,2024-09-14T21:35:00
BTC-BORA,1.4e-06,1.38e-06,1.4e-06,1.38e-06,1108.40085171,2024-09-14T21:45:00
BTC-BORA,1.4e-06,1.4e-06,1.4e-06,1.4e-06,44.61195361,2024-09-14T21:35:00
BTC-BORA,1.4e-06,1.4e-06,1.4e-06,1.4e-06,425.39619041,2024-09-14T19:20:00
KRW-WAXP,42.01,42.01,42.01,42.01,10038.90145203,2024-09-14T22:50:00
KRW-WAXP,42.01,41.92,42.01,41.92,20956.70302213,2024-09-14T22:45:00
KRW-WAXP,41.92,42.01,42.01,41.92,7606.90276569,2024-09-14T22:40:00
BTC-WAXP,5.2e-07,5.2e-07,5.2e-07,5.2e-07,4833.94852422,2024-09-14T17:00:00
BTC-WAXP,5.2e-07,5.2e-07,5.2e-07,5.2e-07,1933.57940969,2024-09-14T09:05:00
BTC-WAXP,5.2e-07,5.2e-07,5.2e-07,5.2e-07,4833.94852422,2024-09-14T09:00:00
KRW-HBAR,69.63,69.64,69.64,69.63,70456.92974665,2024-09-14T22:45:00
KRW-HBAR,69.53,69.63,69.63,69.53,20190.71964191,2024-09-14T22:40:00
KRW-HBAR,69.59,69.53,69.59,69.53,7697.83623873,2024-09-14T22:35:00
KRW-MED,11.08,11.08,11.08,11.08,270762.31949458,2024-09-14T22:40:00
KRW-MED,11.03,11.08,11.08,11.03,48506.43467326,2024-09-14T22:30:00
KRW-MED,11.08,11.08,11.08,11.03,3306.96330937,2024-09-14T22:25:00
BTC-MED,1.4e-07,1.4e-07,1.4e-07,1.4e-07,943.0,2024-09-13T09:40:00
BTC-MED,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1190.47619047,2024-09-12T13:30:00
BTC-MED,1.3e-07,1.3e-07,1.3e-07,1.3e-07,1187.50148735,2024-09-12T13:25:00
BTC-MLK,3.5e-06,3.5e-06,3.5e-06,3.5e-06,22.42742043,2024-09-13T23:30:00
BTC-MLK,3.5e-06,3.5e-06,3.5e-06,3.5e-06,323.7347605,2024-09-13T19:40:00
BTC-MLK,3.47e-06,3.5e-06,3.5e-06,3.47e-06,455.9193471,2024-09-13T19:25:00
KRW-MLK,277.0,277.0,277.0,277.0,182.88447653,2024-09-14T22:50:00
KRW-MLK,276.2,277.0,277.0,276.0,6264.17145779,2024-09-14T22:45:00
KRW-MLK,276.2,276.2,276.2,276.2,764.17164088,2024-09-14T22:30:00
KRW-STPT,58.79,58.7,58.79,58.7,145791.99122511,2024-09-14T22:50:00
KRW-STPT,58.85,58.8,58.85,58.8,115464.27564158,2024-09-14T22:45:00
KRW-STPT,58.91,58.84,58.91,58.84,9799.70759796,2024-09-14T22:40:00
BTC-VET,3.8e-07,3.8e-07,3.8e-07,3.8e-07,107.53387534,2024-09-11T12:20:00
BTC-VET,3.8e-07,3.8e-07,3.8e-07,3.8e-07,9892.46612466,2024-09-11T09:30:00
BTC-VET,3.8e-07,3.8e-07,3.8e-07,3.8e-07,3200.0,2024-09-09T23:10:00
KRW-ORBS,31.91,31.91,31.91,31.91,15669.06925729,2024-09-14T22:50:00
KRW-ORBS,31.91,31.92,31.92,31.91,12581.0113347,2024-09-14T22:45:00
KRW-ORBS,31.87,31.87,31.87,31.87,158.06743871,2024-09-14T22:35:00
BTC-CHZ,9e-07,9e-07,9e-07,9e-07,1000.0,2024-09-14T07:40:00
BTC-CHZ,9e-07,9e-07,9e-07,9e-07,111.11111111,2024-09-14T07:15:00
BTC-CHZ,9.1e-07,9.1e-07,9.1e-07,9.1e-07,1300.0,2024-09-14T00:20:00
KRW-VET,30.16,30.16,30.16,30.16,10000.0,2024-09-14T22:50:00
KRW-VET,30.16,30.16,30.16,30.16,364.42307692,2024-09-14T22:45:00
KRW-VET,30.12,30.16,30.16,30.07,451475.13291259,2024-09-14T22:40:00
BTC-FX,2.32e-06,2.31e-06,2.32e-06,2.31e-06,6017.11363116,2024-09-14T22:50:00
BTC-FX,2.32e-06,2.32e-06,2.32e-06,2.32e-06,238.88044368,2024-09-14T22:40:00
BTC-FX,2.32e-06,2.32e-06,2.32e-06,2.32e-06,854.00923639,2024-09-14T22:30:00
BTC-OGN,1.4e-06,1.4e-06,1.4e-06,1.4e-06,400.0,2024-09-14T20:25:00
BTC-OGN,1.4e-06,1.4e-06,1.4e-06,1.4e-06,1771.44282151,2024-09-14T15:30:00
BTC-OGN,1.39e-06,1.39e-06,1.39e-06,1.39e-06,459.87907928,2024-09-14T15:00:00
KRW-CHZ,72.2,72.2,72.2,72.2,5638.0,2024-09-14T22:50:00
KRW-CHZ,72.2,72.2,72.2,72.2,5640.16620498,2024-09-14T22:45:00
KRW-CHZ,72.22,72.22,72.22,72.22,8570.20949506,2024-09-14T22:40:00
BTC-XTZ,1.071e-05,1.071e-05,1.071e-05,1.071e-05,9.10539494,2024-09-14T20:45:00
BTC-XTZ,1.1e-05,1.1e-05,1.1e-05,1.1e-05,85.21254232,2024-09-14T07:45:00
BTC-XTZ,1.1e-05,1.1e-05,1.1e-05,1.1e-05,5.69654858,2024-09-14T05:15:00
BTC-HIVE,3.02e-06,3.03e-06,3.03e-06,3.02e-06,493.41609159,2024-09-13T19:25:00
BTC-HIVE,3.02e-06,3.02e-06,3.02e-06,3.02e-06,250.0,2024-09-13T12:55:00
BTC-HIVE,3.05e-06,3.05e-06,3.05e-06,3.05e-06,190.20280472,2024-09-11T10:30:00
BTC-HBD,1.658e-05,1.658e-05,1.658e-05,1.658e-05,1796.4786655,2024-09-14T12:55:00
BTC-HBD,1.652e-05,1.652e-05,1.652e-05,1.652e-05,685.85245355,2024-09-14T07:50:00
BTC-HBD,1.67e-05,1.67e-05,1.67e-05,1.67e-05,535.85198679,2024-09-14T07:15:00
BTC-OBSR,3e-08,3e-08,3e-08,3e-08,10000.0,2024-09-14T17:55:00
BTC-OBSR,2e-08,2e-08,2e-08,2e-08,26464.528248,2024-09-14T17:45:00
BTC-OBSR,3e-08,3e-08,3e-08,3e-08,10000.0,2024-09-14T16:35:00
BTC-DKA,3.3e-07,3.3e-07,3.3e-07,3.3e-07,524.14,2024-09-13T20:50:00
BTC-DKA,3.3e-07,3.3e-07,3.3e-07,3.3e-07,15082.51898147,2024-09-13T11:05:00
BTC-DKA,3.3e-07,3.3e-07,3.3e-07,3.3e-07,78829.96971303,2024-09-12T01:15:00
KRW-STMX,8.454,8.444,8.457,8.443,1177747.60321403,2024-09-14T22:50:00
KRW-STMX,8.448,8.454,8.46,8.441,1534901.94994274,2024-09-14T22:45:00
KRW-STMX,8.45,8.448,8.45,8.448,1867468.05180937,2024-09-14T22:40:00
BTC-STMX,1e-07,1e-07,1e-07,1e-07,21754.34141917,2024-09-14T14:40:00
BTC-STMX,1.1e-07,1.1e-07,1.1e-07,1.1e-07,21754.34141917,2024-09-14T14:20:00
BTC-STMX,1.1e-07,1.1e-07,1.1e-07,1.1e-07,6861.3919746,2024-09-14T06:05:00
BTC-AHT,7e-08,7e-08,7e-08,7e-08,989505.48628428,2024-09-12T21:35:00
BTC-AHT,7e-08,7e-08,7e-08,7e-08,153099.00249376,2024-09-11T20:15:00
BTC-AHT,7e-08,7e-08,7e-08,7e-08,1602363.18734413,2024-09-11T18:40:00
KRW-DKA,25.8,25.71,25.8,25.71,44063.4919099,2024-09-14T22:50:00
KRW-DKA,25.88,25.88,25.88,25.88,9000.0,2024-09-14T22:45:00
KRW-DKA,25.88,25.88,25.88,25.88,109486.40826417,2024-09-14T22:25:00
BTC-LINK,0.00019058,0.00019058,0.00019058,0.00019058,2.62357015,2024-09-14T12:05:00
BTC-LINK,0.00018458,0.00018458,0.00018458,0.00018458,1.30308128,2024-09-14T04:30:00
BTC-LINK,0.00017821,0.00017821,0.00017821,0.00017821,2.04828489,2024-09-13T11:40:00
KRW-HIVE,241.5,241.8,241.8,241.5,434.50558543,2024-09-14T22:45:00
KRW-HIVE,241.7,241.7,241.7,241.7,3775.70038077,2024-09-14T22:30:00
KRW-HIVE,241.6,241.7,241.7,241.6,4920.68680182,2024-09-14T22:25:00
KRW-KAVA,424.0,424.0,424.0,424.0,419.15094339,2024-09-14T22:50:00
KRW-KAVA,422.8,422.8,422.8,422.8,3039.3648065,2024-09-14T22:40:00
KRW-KAVA,422.8,422.8,422.8,422.8,14.0,2024-09-14T22:30:00
BTC-KAVA,5.3e-06,5.3e-06,5.3e-06,5.3e-06,169.81132075,2024-09-14T07:45:00
BTC-KAVA,5.3e-06,5.3e-06,5.3e-06,5.3e-06,18.86792452,2024-09-14T07:35:00
BTC-KAVA,5.32e-06,5.32e-06,5.32e-06,5.32e-06,43.82785058,2024-09-13T14:30:00
KRW-AHT,5.603,5.6,5.603,5.6,10891.72658442,2024-09-14T22:45:00
KRW-AHT,5.603,5.603,5.603,5.603,28200.0,2024-09-14T22:40:00
KRW-AHT,5.57,5.569,5.57,5.569,96083.10000251,2024-09-14T22:30:00
KRW-LINK,15120.0,15130.0,15130.0,15110.0,524.08033984,2024-09-14T22:45:00
KRW-LINK,15100.0,15100.0,15100.0,15100.0,1.32450332,2024-09-14T22:40:00
KRW-LINK,15100.0,15100.0,15110.0,15100.0,269.39977526,2024-09-14T22:35:00
KRW-XTZ,873.0,873.0,873.0,873.0,587.66290655,2024-09-14T22:25:00
KRW-XTZ,873.4,873.2,873.4,873.2,1188.04469044,2024-09-14T22:15:00
KRW-XTZ,873.2,873.4,873.4,873.2,24.65510344,2024-09-14T22:05:00
KRW-BORA,112.1,112.1,112.1,112.1,1346.898,2024-09-14T22:55:00
KRW-BORA,112.1,112.2,112.2,112.0,14404.12007722,2024-09-14T22:50:00
KRW-BORA,112.2,112.0,112.2,112.0,553.76344087,2024-09-14T22:45:00
BTC-JST,5e-07,5e-07,5e-07,5e-07,468.95,2024-09-13T00:35:00
BTC-JST,5e-07,5e-07,5e-07,5e-07,2019.24859352,2024-09-11T22:55:00
BTC-JST,5e-07,5e-07,5e-07,5e-07,27840.0,2024-09-11T22:50:00
BTC-CHR,3.12e-06,3.12e-06,3.12e-06,3.12e-06,17.0,2024-09-14T22:50:00
BTC-CHR,3.11e-06,3.11e-06,3.11e-06,3.11e-06,24.769363,2024-09-14T22:35:00
BTC-CHR,3.11e-06,3.11e-06,3.11e-06,3.11e-06,17.0,2024-09-14T22:15:00
BTC-DAD,8e-08,8e-08,8e-08,8e-08,20005.8419576,2024-09-14T21:00:00
BTC-DAD,7e-08,7e-08,7e-08,7e-08,17060.08312551,2024-09-14T19:05:00
BTC-DAD,7e-08,7e-08,7e-08,7e-08,59868.125,2024-09-14T14:55:00
BTC-TON,1.643e-05,1.643e-05,1.643e-05,1.643e-05,9.55564513,2024-09-14T11:00:00
BTC-TON,1.68e-05,1.68e-05,1.68e-05,1.68e-05,5.95238095,2024-09-14T10:05:00
BTC-TON,1.695e-05,1.64e-05,1.695e-05,1.64e-05,2231.7563476,2024-09-13T15:30:00
KRW-JST,37.75,37.79,37.79,37.75,33184.39603278,2024-09-14T22:50:00
KRW-JST,37.75,37.75,37.75,37.75,2299.32403599,2024-09-14T22:45:00
KRW-JST,37.77,37.77,37.77,37.77,42123.29101676,2024-09-14T22:40:00
BTC-CTSI,2.15e-06,2.14e-06,2.15e-06,2.14e-06,17030.17342488,2024-09-14T21:05:00
BTC-CTSI,2.17e-06,2.17e-06,2.17e-06,2.17e-06,258.06451612,2024-09-14T19:05:00
BTC-CTSI,2.17e-06,2.17e-06,2.17e-06,2.17e-06,7587.13814541,2024-09-14T15:05:00
BTC-DOT,7.383e-05,7.383e-05,7.383e-05,7.383e-05,6.77231477,2024-09-14T12:05:00
BTC-DOT,7.464e-05,7.464e-05,7.464e-05,7.464e-05,7.0,2024-09-14T04:15:00
BTC-DOT,7.464e-05,7.464e-05,7.464e-05,7.464e-05,18.22407344,2024-09-14T02:30:00
KRW-CRO,110.8,110.8,110.8,110.8,45.50071534,2024-09-14T22:55:00
KRW-CRO,110.8,110.8,110.8,110.8,451.2635379,2024-09-14T22:50:00
KRW-CRO,110.7,110.8,110.8,110.7,6148.57132906,2024-09-14T22:45:00
BTC-COMP,0.00072833,0.00072833,0.00072833,0.00072833,4.5,2024-09-14T12:45:00
BTC-COMP,0.00072607,0.000726,0.00073242,0.000726,1152.93716527,2024-09-14T12:15:00
BTC-COMP,0.00074572,0.00074572,0.00074572,0.00074572,0.7,2024-09-14T04:15:00
BTC-SXP,3.5e-06,3.5e-06,3.5e-06,3.5e-06,257.14285714,2024-09-14T15:00:00
BTC-SXP,3.5e-06,3.5e-06,3.5e-06,3.5e-06,28.57142857,2024-09-14T14:55:00
BTC-SXP,3.51e-06,3.51e-06,3.51e-06,3.51e-06,372.34269662,2024-09-14T08:20:00
BTC-HUNT,4.6e-06,4.6e-06,4.6e-06,4.6e-06,11.96729968,2024-09-13T18:30:00
BTC-HUNT,4.57e-06,4.57e-06,4.57e-06,4.57e-06,464.10536759,2024-09-10T03:00:00
BTC-HUNT,4.73e-06,4.73e-06,4.73e-06,4.73e-06,464.10536759,2024-09-10T02:40:00
KRW-TON,1326.0,1326.0,1326.0,1326.0,72.45125216,2024-09-14T22:50:00
KRW-TON,1326.0,1326.0,1326.0,1326.0,556.85919194,2024-09-14T22:45:00
KRW-TON,1329.0,1329.0,1329.0,1329.0,300.97817908,2024-09-14T22:40:00
BTC-LWA,3.8e-07,3.8e-07,3.8e-07,3.8e-07,10036.02070743,2024-09-14T22:25:00
BTC-LWA,3.8e-07,3.8e-07,3.8e-07,3.8e-07,82851.48105346,2024-09-14T22:15:00
BTC-LWA,3.8e-07,3.8e-07,3.8e-07,3.8e-07,11336.43634815,2024-09-14T22:00:00
BTC-CRV,4.69e-06,4.69e-06,4.69e-06,4.69e-06,4753.98284672,2024-09-14T17:35:00
BTC-CRV,4.67e-06,4.67e-06,4.67e-06,4.67e-06,1064.26124197,2024-09-14T15:30:00
BTC-CRV,4.69e-06,4.69e-06,4.69e-06,4.69e-06,5.85425242,2024-09-14T13:25:00
BTC-ALGO,2.25e-06,2.25e-06,2.25e-06,2.25e-06,285.97974091,2024-09-11T10:40:00
BTC-ALGO,2.25e-06,2.25e-06,2.25e-06,2.25e-06,847.95851528,2024-09-10T23:30:00
BTC-ALGO,2.29e-06,2.29e-06,2.29e-06,2.29e-06,1350.0,2024-09-09T12:20:00
BTC-RSR,1e-07,1e-07,1e-07,1e-07,437.15384615,2024-09-14T19:05:00
BTC-RSR,9e-08,9e-08,9e-08,9e-08,15196.7203204,2024-09-14T12:20:00
BTC-RSR,1e-07,1e-07,1e-07,1e-07,2862.0,2024-09-14T11:30:00
KRW-SXP,282.1,282.2,282.2,282.1,2122.21378024,2024-09-14T22:40:00
KRW-SXP,281.5,281.5,281.5,281.5,49.54775411,2024-09-14T22:35:00
KRW-SXP,282.2,282.2,282.2,282.2,7054.31380731,2024-09-14T22:15:00
BTC-OXT,1.2e-06,1.2e-06,1.2e-06,1.2e-06,46814.93308024,2024-09-14T20:20:00
BTC-OXT,1.21e-06,1.21e-06,1.21e-06,1.21e-06,20538.19421487,2024-09-14T20:10:00
BTC-OXT,1.2e-06,1.2e-06,1.2e-06,1.2e-06,64946.3215368,2024-09-14T19:05:00
KRW-HUNT,365.3,365.3,365.3,365.3,1239.1524279,2024-09-14T22:50:00
KRW-HUNT,365.2,365.3,365.3,365.2,1000.0,2024-09-14T22:35:00
KRW-HUNT,363.7,363.7,363.7,363.7,60.61727244,2024-09-14T22:30:00
BTC-SAND,4.3e-06,4.3e-06,4.3e-06,4.3e-06,209.30232558,2024-09-14T18:20:00
BTC-SAND,4.3e-06,4.3e-06,4.3e-06,4.3e-06,23.25581395,2024-09-14T15:40:00
BTC-SAND,4.4e-06,4.4e-06,4.4e-06,4.4e-06,150.0,2024-09-12T17:05:00
BTC-SUN,4e-07,4e-07,4e-07,4e-07,13268.0299249,2024-09-14T22:35:00
BTC-SUN,4.1e-07,4.1e-07,4.1e-07,4.1e-07,7020.39292014,2024-09-14T22:30:00
BTC-SUN,4.1e-07,4.1e-07,4.2e-07,4.1e-07,225758.74425433,2024-09-14T22:25:00
KRW-DOT,5896.0,5896.0,5896.0,5896.0,678.42605156,2024-09-14T22:45:00
KRW-DOT,5895.0,5895.0,5895.0,5895.0,0.86411385,2024-09-14T22:35:00
KRW-DOT,5893.0,5893.0,5893.0,5893.0,59.38520642,2024-09-14T22:25:00
BTC-QTCON,3e-08,3e-08,3e-08,3e-08,10000.0,2024-09-14T14:35:00
BTC-QTCON,2e-08,2e-08,2e-08,2e-08,4303.57439733,2024-09-14T10:15:00
BTC-QTCON,3e-08,3e-08,3e-08,3e-08,373401.83333333,2024-09-14T09:30:00
BTC-MVL,6e-08,6e-08,6e-08,6e-08,7578.34487315,2024-09-14T06:40:00
BTC-MVL,6e-08,6e-08,6e-08,6e-08,1036.69154228,2024-09-14T06:35:00
BTC-MVL,6e-08,6e-08,6e-08,6e-08,29867.20547983,2024-09-14T05:55:00
KRW-MVL,4.783,4.789,4.789,4.77,2165617.76921439,2024-09-14T22:20:00
KRW-MVL,4.788,4.79,4.79,4.788,42823.38250544,2024-09-14T22:05:00
KRW-MVL,4.795,4.795,4.795,4.795,5978.42720939,2024-09-14T22:00:00
BTC-REI,8.5e-07,8.5e-07,8.5e-07,8.5e-07,67591.30744712,2024-09-14T22:20:00
BTC-REI,8.4e-07,8.5e-07,8.5e-07,8.4e-07,1252.10867258,2024-09-14T22:10:00
BTC-REI,8.3e-07,8.4e-07,8.4e-07,8.3e-07,936.40264354,2024-09-14T22:05:00
BTC-AQT,1.365e-05,1.365e-05,1.365e-05,1.365e-05,7.5,2024-09-12T16:35:00
